source,target,score
the simplest organic compounds are [MASK] [SEP] hydrocarbons,proteins enzymes carbohydrates car lip particles hydro acids gas fat,0.3146209120750427 0.038149069994688034 0.026791710406541824 0.019387973472476006 0.015971170738339424 0.013592042960226536 0.012074001133441925
"Plants require air , water , nutrients , and [MASK] in order to live and survive  [SEP] light",money gravity entertainment food electricity time weight air energy industry,0.007505657151341438 0.006528535392135382 0.0041013746522367 0.00333457812666893 0.003321231110021472 0.002751431195065379 0.0022002195473760366
"the first true tetrapods , vertebrates with four limbs are [MASK] [SEP] amphibians",fish reptiles mammals birds insects trees art horses mice animals,0.05726427957415581 0.024978408589959145 0.005857056472450495 0.0049263727851212025 0.004606753587722778 0.0038429340347647667 0.0033457730896770954
"In most fungi , the haploid nuclei contributed by each parent do not do [MASK] right away  [SEP] fuse",filter disperse vaporize vapor fuse explode melt dissolve combustion eliminate,0.08103970438241959 0.010912705212831497 0.004090401344001293 0.003933141473680735 0.003847928484901786 0.0027207268867641687 0.002324997214600444
telomere is shortening associated with [MASK] [SEP] aging,sleeping reducing changing breathing talking smoking surviving decreasing growing developing,0.015536769293248653 0.0029034866020083427 0.002883216831833124 0.0028816142585128546 0.0028813162352889776 0.00286220945417881 0.0026699621230363846
[MASK] happens to the pressure when more gas is added to a rigid container [SEP] increases,occurs changes Higher higher falls increases rises happens becomes lower,0.174587681889534 0.011085218749940395 0.007998650893568993 0.006835618056356907 0.0058429124765098095 0.0055221933871507645 0.0048056067898869514
"Often represented by an arrow , a vector is a measurement that has both size and [MASK]  [SEP] direction",pressure location reason direction temperature time acceleration weight longitude gravity,0.005963664036244154 0.005884222220629454 0.005707677453756332 0.0055570341646671295 0.004802186507731676 0.004759536124765873 0.004054021090269089
A solenoid wrapped around a bar of iron or other ferromagnetic material forms [MASK]  [SEP] electromagnet,impoundment compass compress imp com ins prism inc fi ve,0.5294309258460999 0.1980942338705063 0.004739658907055855 0.003980883862823248 0.0028253013733774424 0.0023234188556671143 0.002318910788744688
Enzymes can catalyze up to several million reactions per [MASK]  [SEP] second,minute hour day year season month second third minutes century,0.0073233311995863914 0.005568566266447306 0.004629125352948904 0.003809387795627117 0.0018665599636733532 0.0017876261845231056 0.0017782098148018122
"Unipolar , bipolar , multipolar , and pseudounipolar are the four basic types of [MASK]  [SEP] neurons",ions protons electrons proton neutron atoms lip neurons cells particles,0.24242298305034637 0.008422845043241978 0.006885607726871967 0.006322397850453854 0.003809326561167836 0.003797882469370961 0.003081352449953556
[MASK] families are known quarks divided into [SEP] three,two five four three six one nine seven eight hundreds,0.02133442647755146 0.018866820260882378 0.01145339384675026 0.006967522203922272 0.006366869434714317 0.002057902282103896 0.0015734913758933544
"Yeasts , molds , and mushrooms are all different kinds of [MASK]  [SEP] fungi",pollen bacteria fossil animal yeast plant organism spores fungi algae,0.02143544703722 0.009607822634279728 0.009605555795133114 0.005072681698948145 0.004542941227555275 0.004395104479044676 0.004313767421990633
the term for the preserved remains or traces of organisms that lived in the past is [MASK] [SEP] fossils,corals bones detritis det coral skulls blood decomposition skeletons tissues,0.12334994226694107 0.08082608133554459 0.014664961025118828 0.008481319062411785 0.0044280230067670345 0.004015146289020777 0.003478534519672394
All of the elements in group 9 have nine of [MASK] electrons  [SEP] valence,shell ionic gradient electrons ion nucleus element compound polar resonance,0.006948268972337246 0.005174808669835329 0.005054534412920475 0.004298042505979538 0.004023940768092871 0.0028933745343238115 0.002606624737381935
[MASK] must be combined with a halogen to give it a positive oxidation number [SEP] oxygen,nitrogen calcium carbon helium hydrogen aluminum ethanol zinc oxygen magnesium,0.1377285122871399 0.020222598686814308 0.00989912822842598 0.006800292059779167 0.005154581740498543 0.00456713791936636 0.003891524625942111
"When a stream or river slows down , it starts dropping its [MASK]  [SEP] sediments",fragments organisms pollutants poll sediments sediment particles fish ions animals,0.23317889869213104 0.036598071455955505 0.0069504668936133385 0.004347003065049648 0.004293170291930437 0.004292679019272327 0.0038775925058871508
The chemical and/or physical agents that cause mutations are called [MASK]  [SEP] mutagens,dioxins organelles genes di organ en an mutations ne psycho,0.42026299238204956 0.12868665158748627 0.009679673239588737 0.009075308218598366 0.005919450428336859 0.005436778534203768 0.005262237507849932
the force that opposes motion between two surfaces that are touching is [MASK] [SEP] friction,tension vibration gravity sound electricity magnet weight friction light energy,0.013142355717718601 0.01053584087640047 0.007529223337769508 0.0074433833360672 0.006477107759565115 0.005218587350100279 0.0038573285564780235
"Skeletal , cardiac , and smooth are all types of [MASK]  [SEP] muscle",Nervous Epithelial Connective connect ep nervous vascular veins ligament skeletal,0.2866436541080475 0.22510658204555511 0.22294682264328003 0.01799068972468376 0.014419486746191978 0.014053283259272575 0.010054920800030231
Traits may also be controlled by multiple alleles or multiple [MASK]  [SEP] genes,chromosomes lesions eggs cells mutations tumors glands sperm ax dna,0.024124208837747574 0.006891689263284206 0.005068980157375336 0.0037861026357859373 0.0033641187474131584 0.0033100147265940905 0.002932694973424077
a mixture of a solute in a solvent is called [MASK] [SEP] solution,link structure transition element solution atom system connection process mixture,0.013187495060265064 0.008176596835255623 0.004630767274647951 0.004561748821288347 0.003945512231439352 0.003525224281474948 0.0030975088011473417
Silver is an example of a mineral containing only one kind of [MASK]  [SEP] element,matter mass chemical light mineral atom mixture acid element minerals,0.02370665967464447 0.016234416514635086 0.012695148587226868 0.007475245278328657 0.007071246858686209 0.006961039733141661 0.0059038489125669
[MASK] of matter makes up most of the universe [SEP] plasma,carbon liquid gas solid helium light air water nitrogen oxygen,0.04098398610949516 0.021688023582100868 0.005657087080180645 0.005133163183927536 0.005073669832199812 0.004156298469752073 0.0039864806458354
Proteins are polymers of [MASK] kind of acids  [SEP] amino,lipids lactic acetic lip lac ace enzyme nuclei acids hormones,0.3438018560409546 0.28558987379074097 0.1517728716135025 0.03817551210522652 0.016359712928533554 0.008706879802048206 0.006797568406909704
the official name for the study of life is [MASK] [SEP] biology,chemistry geology botany physiology biology anthropology psychology economics chronology methodology,0.025053244084119797 0.019262682646512985 0.00780628714710474 0.005338502116501331 0.004188909661024809 0.003663707058876753 0.003649292979389429
the dinosaur genus that 's closest to modern birds is [MASK] [SEP] deinonychus,sauropods diplodocus Rapter sa dip rap sp tri eu par,0.5003621578216553 0.1254778951406479 0.09040401875972748 0.016738004982471466 0.014521692879498005 0.0080191008746624 0.0060002924874424934
[MASK] are formed when cells from the male and female parts of the plant combine [SEP] seeds,varieties trees atoms cells roots flowers ions crystals eggs spores,0.024996116757392883 0.006320965941995382 0.004360038321465254 0.003983406350016594 0.0036107534542679787 0.002166943857446313 0.0020987801253795624
another name for anther pollen sacs is [MASK] [SEP] microsporangia,ganglia Megasporangia Gametangia gang game mega fi proto mei art,0.6201886534690857 0.16991369426250458 0.07163207978010178 0.0049561671912670135 0.004659030586481094 0.003656081622466445 0.0031380197033286095
"[MASK] is used to describe the variety of life and its processes , including the variety of living organisms , the genetic differences among them , and the communities and ecosystems in which they occur [SEP] biodiversity",biosphere habitat evolution bio geo ecosystem hydro biodiversity fe eco,0.3815775215625763 0.00574895553290844 0.004217905458062887 0.0033972011879086494 0.003185363719239831 0.003088385332375765 0.0028776582330465317
"A rock that contains important minerals is called [MASK] , a term associated with mining  [SEP] ore",jewel coal gem limestone cave diamond copper rock mountain valley,0.008486194536089897 0.0082137081772089 0.007810899987816811 0.0029361366759985685 0.002520021516829729 0.0020301369950175285 0.0019720825366675854
Convection is the heat transfer by the macroscopic movement of a [MASK]  [SEP] fluid,gravity gases tissue tissues muscle blood soil veins gas cells,0.0678020641207695 0.03857027366757393 0.02208995819091797 0.0131655503064394 0.008831804618239403 0.00778158800676465 0.006975151132792234
[MASK] is often caused by what [SEP] tumor,calcium inflammation viruses virus tumors bacteria parasites blood pollen toxin,0.01559916976839304 0.013878516852855682 0.01070915162563324 0.005868894513696432 0.005482180509716272 0.005431741941720247 0.004743610974401236
[MASK] secretes growth hormones [SEP] pituitary,pineal adrenal thyroid ad pine tha ge pit nervous al,0.494316428899765 0.0939575582742691 0.018432067707180977 0.00810823030769825 0.007567192427814007 0.007562896236777306 0.0039496649987995625
[MASK] of rock layer makes up the bottom of an aquifer [SEP] impermeable,invisible porous crystalline por meta tube transparent slippery si solid,0.3298991024494171 0.010865935124456882 0.008950515650212765 0.007460958324372768 0.006984303705394268 0.005562976468354464 0.005239209625869989
The amniotic egg is a shared ancestral character for [MASK] clade  [SEP] amniota,trichina xerophyte avian tri av x sp con ph all,0.3703751266002655 0.1645461916923523 0.15985578298568726 0.012682233937084675 0.010569192469120026 0.010546372272074223 0.007895903661847115
Lyme disease is caused by [MASK] kind of organim  [SEP] bacteria,Virus bacterium algae virus fish bacteria tumors viruses parasites inflammation,0.09138853847980499 0.02294206991791725 0.015949321910738945 0.013469516299664974 0.009929611347615719 0.003784964792430401 0.003161725355312228
the side to side movement of the mandible is called [MASK] [SEP] excursion,twitching cycling shifting blinking compression pulling shuffling flying driving bending,0.004051128402352333 0.0032708286307752132 0.003246990730985999 0.0028384083416312933 0.002367986598983407 0.0023345984518527985 0.0021961850579828024
plants that grow on other plants are called [MASK] [SEP] epiphytes,fungi parasites bryophytes br fi ferns om sp gym fungus,0.2883892357349396 0.033401086926460266 0.01987169124186039 0.009469106793403625 0.007671323139220476 0.0074907629750669 0.00573178892955184
nectar-feeding bats do to flowers [MASK] [SEP] pollinate,defecate illuminate consume def ill poll shed eat fe test,0.23185554146766663 0.22780340909957886 0.03295117989182472 0.007085623685270548 0.006785042583942413 0.0049479566514492035 0.003755955956876278
Ecological succession refers to the change in the numbers and types of species that live in [MASK] groups  [SEP] communities,movements colonies biomes bio schools habitat herds micro cultures species,0.22185321152210236 0.014243250712752342 0.00885961763560772 0.00774327153339982 0.004009419586509466 0.0026667360216379166 0.002588163362815976
"[MASK] is characterized by sensory organs , the ability to move , internal digestion and sexual reproduction [SEP] animals",protists plants fungi pro insects birds mammals fish bacteria humans,0.12670688331127167 0.02173319272696972 0.015030193142592907 0.012769700959324837 0.008028404787182808 0.008013863116502762 0.007406089920550585
"Foodborne illness , food allergies , or a food intolerance cause symptoms in [MASK] system  [SEP] digestive",respiratory circulatory skeletal ci reproductive nervous kidney digest muscular cardiovascular,0.22853021323680878 0.025646492838859558 0.021120790392160416 0.014286966063082218 0.012499425560235977 0.010518436320126057 0.00901314802467823
the process of breaking an individual into parts followed by regeneration is called [MASK] [SEP] fragmentation,minimization erosion destruction mini compression eva ab sediment diffusion accumulation,0.25342804193496704 0.008752006106078625 0.00752929737791419 0.00638295104727149 0.005938669200986624 0.005137845873832703 0.004785104654729366
The left atrium receives oxygen-rich blood from [MASK] organs  [SEP] lungs,pancreas brain liver pan kidney heart lungs stomach sp colon,0.3098255693912506 0.03632465749979019 0.021893173456192017 0.021429361775517464 0.01581125520169735 0.014702432788908482 0.006716218311339617
"If the water vapor condenses in liquid droplets as clouds form , [MASK] is released in the atmosphere  [SEP] heat",oxygen hydrogen electricity helium energy gravity heat light chemical nitrogen,0.10322104394435883 0.017923174425959587 0.0137779600918293 0.010149754583835602 0.00694387499243021 0.006127223372459412 0.0056232488714158535
An increase in the number of gas molecules in the same volume container causes [MASK] to increase  [SEP] pressure,friction energy power electricity speed weight pressure gravity resistance temperature,0.017683101817965508 0.009629327803850174 0.008544179610908031 0.008363953791558743 0.005112677812576294 0.0035589118488132954 0.002988239750266075
induction cooktops have [MASK] under their surface [SEP] electromagnets,Chambers clumps screws screw cl chambers prism roller por bolts,0.41656380891799927 0.2466440200805664 0.14586175978183746 0.005980343092232943 0.005100233014672995 0.004938740283250809 0.0036173209082335234
[MASK] types of molecular orbitals can form from the overlap of two atomic s orbitals on adjacent atoms [SEP] two,three six ten four one eight seven five two twelve,0.09316528588533401 0.04033050686120987 0.029080379754304886 0.020138069987297058 0.016441527754068375 0.014889096841216087 0.005677035544067621
"[MASK] is the term for groups of cells with a similar appearance and a common function , and describes how cells are organized [SEP] tissue",muscle heart kidney brain muscles stomach skin lungs bladder liver,0.008388813585042953 0.00828309915959835 0.007251278031617403 0.0063807107508182526 0.004513408988714218 0.004344706889241934 0.003430251032114029
[MASK] are made of one carbon and four hydrogen atoms [SEP] hydrocarbons,fats proteins particles fat cells lip ions car atoms fluids,0.14102545380592346 0.022466672584414482 0.01819971576333046 0.01670415885746479 0.015164419077336788 0.014280406758189201 0.009991365484893322
Atoms of different elements have different numbers of [MASK]  [SEP] protons,electrons neutrons nucleus neutron ions proton nuclei atoms molecules cells,0.2553209662437439 0.032863132655620575 0.02289637364447117 0.012899775989353657 0.008020583540201187 0.007893089205026627 0.0024216449819505215
The lancelet lacks [MASK] feature that distinguishes vertebrates  [SEP] backbone,feet skin mouth hair scales muscles heart eyes nose teeth,0.02398095466196537 0.007881324738264084 0.007250275928527117 0.006220298353582621 0.005862206686288118 0.0057273730635643005 0.005600172560662031
a reptiles skin is covered in to protect them from drying out [MASK] [SEP] scales,bacteria oil dye oils paint water fibers flowers particles soap,0.012523097917437553 0.004731435328722 0.0045224265195429325 0.003349739359691739 0.0029735576827079058 0.002494228072464466 0.0022361688315868378
"In sexual reproduction , the fusion of haploid gametes forms a diploid cell called [MASK]  [SEP] zygote",gonad fetus gamete game go fe fi embryo cy gang,0.45328742265701294 0.19744259119033813 0.16848360002040863 0.011491671204566956 0.0059992121532559395 0.005378123372793198 0.00404522055760026
[MASK] provides clear evidence of evolution [SEP] fossils,biologists extinction mutations biologist bones parasites eggs fossils genes coral,0.044777482748031616 0.013213093392550945 0.010850789025425911 0.010721316561102867 0.00619251886382699 0.005798929370939732 0.005756543483585119
About half of [MASK] type of radiation is absorbed in the first 15 meters of water  [SEP] solar,surface polar natural solar arctic liquid gas atmospheric tropical mountain,0.010686913505196571 0.005893303081393242 0.005072266794741154 0.004047938156872988 0.003455103375017643 0.003299463540315628 0.0028490093536674976
[MASK] begins with a diploid cell and ends with four haploid cells [SEP] meiosis,electrolysis mitosis urinalysis mit electro ur est fe glucose ep,0.2983652949333191 0.29309093952178955 0.1307455450296402 0.012812604196369648 0.011072338558733463 0.008400355465710163 0.00824463739991188
"Two smaller isotopes , more neutrons , and heat energy are the products of [MASK] type of reaction  [SEP] fission",Reaction diffusion fusion reaction reactions mixture radiation oxidation convection atom,0.392926961183548 0.013678421266376972 0.011782205663621426 0.009972300380468369 0.009318745695054531 0.006535599008202553 0.005543150473386049
a disease is caused [MASK] by the same virus that causes chicken pox [SEP] shingles,gout diabetes hepatitis go dementia schizophrenia mal stomach tuberculosis malaria,0.36113864183425903 0.0120320376008749 0.007366156205534935 0.0056900703348219395 0.005223553627729416 0.0051006232388317585 0.003669891506433487
In a solution [MASK] is the substance a solute dissolves in is called  [SEP] solvent,particles gas atoms solid ions molecules fluids atom pigment mixture,0.013023574836552143 0.008124235086143017 0.006634232588112354 0.006476309150457382 0.006196232046931982 0.005906908772885799 0.005228220485150814
it is called [MASK] when sound is reflected off an object [SEP] echo,signal amplification reverberation amp rev echo frequency ex en ch,0.4778256118297577 0.2503138780593872 0.004973978269845247 0.004063429310917854 0.002253009704872966 0.0021521947346627712 0.0020907169673591852
"Most modern seed plants are angiosperms , which produce seeds in the ovaries of [MASK] basic structure  [SEP] flowers",stems cells leaves roots stem tissues seeds petals nuclei trees,0.04122566804289818 0.006514878012239933 0.006359477527439594 0.0037988880649209023 0.003693776438012719 0.002897122409194708 0.0028646141290664673
Farming practices leave some soil exposed and vulnerable to [MASK] natural process  [SEP] erosion,migration rust sediment decomposition eva precipitation ab shed weather conde,0.0067130522802472115 0.005899716168642044 0.00502478564158082 0.004180942662060261 0.0035086486022919416 0.003314936999231577 0.003064348129555583
Matter is made up of a mixture of things called [MASK]  [SEP] elements,segments compounds structures cells principles ions atoms arrays isotope molecules,0.007284658029675484 0.0063274940475821495 0.005667387042194605 0.005271669942885637 0.004059087950736284 0.003688757074996829 0.003262911457568407
There are 20 different common amino acids needed to make [MASK] organic compound  [SEP] proteins,lipids nutron cells lip nut car glucose hormones acids lac,0.46569910645484924 0.09650535881519318 0.026400059461593628 0.012254387140274048 0.009421057999134064 0.008274686522781849 0.00792461447417736
Some types of minerals form balls called [MASK]  [SEP] nodules,cancers microbes fistulas micro fist tumors veins fi lesions gym,0.13342836499214172 0.12377503514289856 0.0341327004134655 0.02474917843937874 0.005971065256744623 0.005341426935046911 0.0033283811062574387
"According to the special theory of relativity , no physical object can equal or exceed the speed of [MASK]  [SEP] light",air energy weight electricity gravity force water light heat sound,0.0371297262609005 0.017446788027882576 0.015677442774176598 0.00915189553052187 0.007701099384576082 0.005790934432297945 0.003768692957237363
you call water that flows out of the ground where an aquifer meets the surface [MASK] [SEP] spring,oasis waterfall stream river cave valley mountain flood groundwater tree,0.013412358239293098 0.007655933033674955 0.003390674013644457 0.0028726181481033564 0.002541189780458808 0.002479522954672575 0.0022489605471491814
you call the basic units of the structure and function of living things [MASK] [SEP] cells,molecules enzymes proteins lip nerves neutron acids hormones electrons tissues,0.20136690139770508 0.028793038800358772 0.02108621969819069 0.01965148188173771 0.018854036927223206 0.016593705862760544 0.015322581864893436
the conversion of a solid to a gas is called [MASK] [SEP] sublimation,speciation amplification education amp spec ion mutation oxidation re evolution,0.2839270830154419 0.15762446820735931 0.015690263360738754 0.008741870522499084 0.0061243996024131775 0.0061150118708610535 0.006079312413930893
[MASK] does the inside of all cells also contain [SEP] cytosol,chloroplasm protein chromosomes ch proteins plasma cy cells glucose dna,0.1884727030992508 0.027531469240784645 0.01829472929239273 0.01274357084184885 0.00877305306494236 0.00715232128277421 0.006610133219510317
"Known for its beautiful rings , [MASK] is the second largest planet in the solar system  [SEP] saturn",Mars jupiter Venus venus mars neptune earth mercury saturn ur,0.4091317355632782 0.2800162732601166 0.037937626242637634 0.025844361633062363 0.014503415673971176 0.013835428282618523 0.009365581907331944
[MASK] is used to describe a cancer that has spread [SEP] metastasized,destabilized galvanized ostracized des gal os anal as all ne,0.5941124558448792 0.09011366218328476 0.08735611289739609 0.006403671577572823 0.0053211115300655365 0.003990462515503168 0.003952306695282459
the cure of cancer is known as [MASK] [SEP] remission,metabolism rejuvenation regeneration re absorption consciousness res healing decomposition en,0.2878931760787964 0.010660783387720585 0.01051426213234663 0.009666440077126026 0.005189698189496994 0.004363093059509993 0.004353155381977558
the outer layer of the exoskeleton is called [MASK] [SEP] cuticle,bristle epidermis epithelium ep br fi skin cut veins pl,0.8421913385391235 0.029413873329758644 0.018105588853359222 0.0056027635000646114 0.005275155883282423 0.0026638959534466267 0.0021856583189219236
insects begin developing their wings in [MASK] [SEP] pupa,crystalline larva pupal pup la egg fe embryo adult eggs,0.7774235606193542 0.07024652510881424 0.008042738772928715 0.006144629791378975 0.004452732391655445 0.004086794797331095 0.0027433873619884253
The speed of sound depends on [MASK]  [SEP] medium,light volume temperature intensity color sound weight gravity heat amplitude,0.018487144261598587 0.012445615604519844 0.010170300491154194 0.00965815968811512 0.008260215632617474 0.005311367567628622 0.0052716778591275215
"While elements are represented by chemical symbols , chemical formulas represent [MASK]  [SEP] compounds",extracts pollutants solutions poll solution ions organisms cells acids mixture,0.11132943630218506 0.010603240691125393 0.006412094924598932 0.006251587998121977 0.0053357286378741264 0.004787385929375887 0.004479605238884687
the transition from solid to vapor is called is [MASK] [SEP] sublimation,vaporization deposition ionization vapor ion diffusion precipitation conde ions amp,0.47186270356178284 0.19564498960971832 0.050850819796323776 0.01194093283265829 0.008560016751289368 0.006352410651743412 0.006220588460564613
"Trees , which can be planted and harvested , are an example of [MASK] type of resource  [SEP] renewable",electric fossil geothermal geo coal bio carbon mineral gas ex,0.1649843454360962 0.014738013036549091 0.014151304960250854 0.008326814509928226 0.003859317861497402 0.0036452554631978273 0.0035852259024977684
usually the most visible part of the flower is [MASK] [SEP] petals,cells seeds roots stems leaves bones fibers spores flowers petals,0.02374790422618389 0.017388910055160522 0.015082956291735172 0.013715595938265324 0.008618961088359356 0.008139306679368019 0.006784411612898111
The interaction between atomic orbitals is greatest when they have the same [MASK]  [SEP] energy,temperature mass fuel density pressure weight magnet gravity momentum heat,0.015077765099704266 0.01363233383744955 0.013332629576325417 0.011333814822137356 0.010621758177876472 0.008886884897947311 0.0073430342599749565
different versions of a gene are known as [MASK] [SEP] alleles,modes ion genomes genome all arrays variations mutations atoms isotope,0.1254236400127411 0.03543003275990486 0.008841068483889103 0.008371549658477306 0.0062174261547625065 0.005466807633638382 0.005320054944604635
All chemical reactions involve both reactants and [MASK] else  [SEP] products,consumers catalysts energy catalyst products electricity producers consumer retailers services,0.061859093606472015 0.01853576861321926 0.009237305261194706 0.008756750263273716 0.008340122178196907 0.008143925108015537 0.006885973736643791
Potassium hydroxide in soap is an example of [MASK]  [SEP] base,enzyme catalyst acid element acids enzymes base atom compound solvent,0.01169842854142189 0.011171403340995312 0.007303901016712189 0.006183657795190811 0.0028232387267053127 0.002553579630330205 0.0025065268855541945
the process by which organisms give rise to offspring is [MASK] [SEP] reproduction,differentiation evolution photosynthesis photos res migration growth reproduction metabolism ge,0.05598757788538933 0.019887054339051247 0.019360657781362534 0.013094868510961533 0.0066491966135799885 0.004983098711818457 0.004314057063311338
it is called [MASK] when ice changes to liquid water [SEP] melting,vaporizing boiling condensing conde vapor eva melting freezing precipitation ice,0.19693642854690552 0.10023060441017151 0.024845845997333527 0.01915573514997959 0.01691076159477234 0.00705115869641304 0.004640146624296904
Biological features from a common evolutionary origin are known as [MASK]  [SEP] homologous,monologous heterologous analogous het mono homo as arch auto contiguous,0.36596453189849854 0.2360686957836151 0.032809555530548096 0.008755900897085667 0.008096043020486832 0.0059717739932239056 0.004024988040328026
[MASK] protects the pollen of seed plants and spores of seedless plants [SEP] sporopollenin,cystosol cocklebur chlorophyll cock cy ch the sp pl por,0.40976014733314514 0.3066328763961792 0.09511163085699081 0.030612431466579437 0.009966871701180935 0.0056833322159945965 0.0041784970089793205
first stage of cellular respiration is [MASK] [SEP] glycolsis,electrolysis hydrolisis metabolism electro hydro ad meta mit diffusion de,0.2577378451824188 0.20254400372505188 0.008868074044585228 0.008249239064753056 0.008197225630283356 0.00787854939699173 0.007184900809079409
birds live and breed on [MASK] [SEP] seven,three four eight two five nine six one ten seven,0.047376908361911774 0.023084530606865883 0.022599421441555023 0.021832620725035667 0.007343566510826349 0.006966242101043463 0.00458060996606946
The hydrogen is oxidized because it undergoes a partial loss of [MASK]  [SEP] electrons,density protons ions proton electrons neutron particles atoms mass nucleus,0.3334392011165619 0.02803538367152214 0.020221032202243805 0.004121317528188229 0.003876910312101245 0.003033755114302039 0.0021013275254517794
"land with permafrost , no trees , and small hardy plants is [MASK] [SEP] tundra",subtropics taiga desert sub tai arctic grasslands si fe sea,0.4004567861557007 0.24951060116291046 0.005809926427900791 0.005085919983685017 0.00421786168590188 0.0033124315086752176 0.0026216739788651466
[MASK] is defined as the ability to do work [SEP] energy,fuel heating momentum pressure gravity transcription energy temperature electricity speed,0.025548674166202545 0.023911146447062492 0.022074898704886436 0.008639882318675518 0.005150022450834513 0.0034271851181983948 0.0026909764856100082
"All biochemical molecules have oxygen , carbon , and [MASK] other element  [SEP] hydrogen",helium nitrogen calcium hydrogen sodium carbon oxygen magnesium aluminum copper,0.005959152709692717 0.0059229847975075245 0.005563036538660526 0.004965468309819698 0.004790613893419504 0.004299267195165157 0.003940187394618988
a structure that is composed of one or more types of tissues is [MASK] [SEP] organ,system muscle node kidney brain muscles skin veins heart stomach,0.017671314999461174 0.014242990873754025 0.014151100069284439 0.008185070008039474 0.007370287086814642 0.006300727371126413 0.004335461650043726
different types of tissues organized into functional units are called [MASK] [SEP] organs,tendons arteries veins tend lungs muscles bones liver ligament tissues,0.10433604568243027 0.027566421777009964 0.023143691942095757 0.014045928604900837 0.009941237047314644 0.009088972583413124 0.005968654062598944
atoms of the same element that differ in their numbers of neutrons are called [MASK] [SEP] isotopes,reactions organisms opposites opposite mutations electrons variations isotope enzymes atoms,0.44855231046676636 0.03354930877685547 0.01921232044696808 0.018925195559859276 0.015565289184451103 0.01150995772331953 0.006032195873558521
[MASK] is added to a measured portion of a more concentrated stock solution to achieve a particular concentration [SEP] solvent,water yeast pigment paint dye flour oxygen salt solvent sugar,0.03437196835875511 0.015372726134955883 0.011729758232831955 0.010301711969077587 0.00891629047691822 0.008595680817961693 0.008308708667755127
a vector quantity with the same direction as the force is called [MASK] [SEP] impulse,accelerated inverted simple variable multiple impulse variation cycles elliptical independent,0.005455507431179285 0.004666861146688461 0.0027221909258514643 0.0018164716893807054 0.0017898984951898456 0.0017672227695584297 0.0017139646224677563
pepsin help break down into amino acids [MASK] [SEP] proteins,glucose carbohydrates fats car fat lip proteins vitamin hormones nut,0.2393946349620819 0.17936620116233826 0.015247630886733532 0.011687375605106354 0.008584623225033283 0.0055276183411479 0.0052405185997486115
the most successful phylum of plants are [MASK] [SEP] angiosperms,spores gymnosperms ferns gym fungi fungus trees sp por eu,0.2538418769836426 0.011629815213382244 0.007658733054995537 0.0066962214186787605 0.005256714299321175 0.0052495175041258335 0.0042927563190460205
The muscular layer is much thicker in [MASK] ventricle of the heart  [SEP] left,middle upper right mid left central third back top lower,0.00977987889200449 0.007586668711155653 0.006026343442499638 0.0028738135006278753 0.0026126287411898375 0.0025925133377313614 0.0025844313204288483
[MASK] of fluid cushions the fetus and helps protect it from injury [SEP] amniotic,plasmid epithelial aqueous pl ep a an al vascular st,0.45032232999801636 0.1541033685207367 0.12485825270414352 0.022925525903701782 0.0112122418358922 0.00791479554027319 0.005476965568959713
"Under the right conditions , [MASK] energy source can be used to eject electrons from a solid material  [SEP] light",force weight gravity electricity energy pressure air sound heat wind,0.016066621989011765 0.01194554753601551 0.006494944915175438 0.005533516872674227 0.004028751514852047 0.0037375558167696 0.0031683051493018866
the study of how forces affect the motion of objects is [MASK] [SEP] dynamics,behaviors acceleration kinematics kin behavior vis psycho reactions turbulence principles,0.07456351816654205 0.013283639214932919 0.004542345646768808 0.0032417650800198317 0.0028619649820029736 0.0027213208377361298 0.0024599400348961353
Compounds containing [MASK] element are the basis of all known life  [SEP] carbon,oxygen helium hydrogen nitrogen sodium copper calcium carbon aluminum sulfur,0.043589700013399124 0.012186150066554546 0.010869733057916164 0.008157234638929367 0.005845149513334036 0.0018597986781969666 0.0015025786124169827
the muscles that control the anus are [MASK] [SEP] circular,elliptical irregular triangular wide simple circular flat rounded long expanding,0.00971924513578415 0.009403081610798836 0.006069728173315525 0.005762494634836912 0.004994736053049564 0.003334074281156063 0.0031433003023266792
the small molecules or proteins produced by bacteria that regulate gene expression are [MASK] [SEP] autoinducers,fluxes protazoas sporozoans flux sp pro tri proto fi car,0.4399343430995941 0.18010500073432922 0.09137964248657227 0.02593875490128994 0.013719487003982067 0.008504839614033699 0.00819613691419363
Channel proteins form [MASK] in the membrane  [SEP] pores,walls fibers atoms muscles cells ions lip membranes veins edges,0.016252435743808746 0.013524889945983887 0.008347857743501663 0.007731267251074314 0.005926855374127626 0.005834828596562147 0.004786119796335697
The sun gives off energy in tiny packets called [MASK]  [SEP] photons,ions electrons atoms cells molecules particles proton photon nucleus crystals,0.006681709550321102 0.005744003690779209 0.005716858897358179 0.004079542122781277 0.003348157275468111 0.0024880417622625828 0.002182424534112215
a rock that contains important minerals called is [MASK] [SEP] ore,carbonic steel copper coal carbon iron wood tin silver metal,0.03746073693037033 0.03649582713842392 0.015086998231709003 0.010088191367685795 0.00798683799803257 0.007295494899153709 0.004442598670721054
A high metabolic rate and hair are ways mammals generate and conserve [MASK]  [SEP] heat,resources energy water food fuel oxygen resource blood space time,0.008714134804904461 0.007239113096147776 0.006895680446177721 0.0046858168207108974 0.004452703520655632 0.004117072559893131 0.00371081312187016
